   ;KUNDE;PRIVAT;JAHR;LEASINGOBJEKT;OBJEKTTYP;KRAFTSTOFF
13863;3870804657;0;2023;BMW 530e Touring G31 XB1;Fahrzeuge / PKW, Kombi;Benzin - Hybrid
13864;3870804657;0;2022;Audi Q4 Sportback 45 e-tron quattro;Fahrzeuge / PKW, Kombi;Strom
13865;3870804657;0;2023;VW Kastenwagen LR TDI 4 Motion;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);Diesel
13866;3870804657;0;2023;Audi Q8 55 e-tron quattro Business;Fahrzeuge / PKW, Kombi;Strom
13867;3870804657;0;2023;VW Transporter Kastenwagen LR TDI;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);Diesel
13868;3870804657;0;2023;Audi Q8 55 e-tron quattro business;Fahrzeuge / PKW, Kombi;Strom
13869;3870804657;0;2024;BMW 530e xDrive Touring Benzin Hybrid;Fahrzeuge / PKW, Kombi;Benzin - OVC-HEV
13870;3870804657;0;2023;Audi A4 Avant 2,0 TDI quattro Sport;Fahrzeuge / PKW, Kombi;Diesel
13871;863855896;0;2021;Ford Galaxy (Kleinbus) 2,0 EcoBlue SCR AWD Titanium 140kw, Diesel,;Fahrzeuge / Kleinautobusse (bis 3,5t);
13872;863855896;0;2021;Audi Q4 50 e-tron quattro 220kW;Fahrzeuge / PKW, Kombi;
13873;863855896;0;2022;Ford Tourneo Custom (Kleinbus) 2,0 EcoBlue 320 L1 Titanium 96kw, Diesel, 4-Türer, Bus;Fahrzeuge / Kleinautobusse (bis 3,5t);
13874;863855896;0;2022;BMW 5er-Reihe G30/G31 530d xDrive Touring Aut. 195kw, Diesel, 5-Türer, Kombi - PKW;Fahrzeuge / PKW, Kombi;Diesel
13875;4218245348;0;2022;Stapler Linde H30 D mit Zinkenverstellgerät T466;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);
13876;4218245348;0;2022;LKW MB Actros 2545 mit Pritschenaufbau Popp und Ladekran Palfinger PK 23.001L TEC 3;Fahrzeuge / LKW über 3,5t;Diesel
13877;1084406822;0;2021;VW, ID.3 Pro S - Tour (E114MNT1);Fahrzeuge / PKW, Kombi;B
13878;1367616076;0;2021;Ford Ranger 2,0 EcoBlue;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
13879;1367616076;0;2021;Ford Transit 2021.25;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
13880;3897670637;1;2021;Hyundai i10 1,0 Level 2 49,3kw, Benzin bleifrei, 5-Türer, Limousine/Sedan, Benzin bleifrei;Fahrzeuge / PKW, Kombi;
13881;3233481834;1;2021;Opel Astra K ST;Fahrzeuge / PKW, Kombi;B
13882;2537472763;0;2022;Iveco 50C17H V, EZ: 11.08.2016;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);Diesel
13883;2876857018;0;2022;Renault Twingo (Elektro) R80 Zen 60kw, Strom, 5-Türer;Fahrzeuge / PKW, Kombi;
13884;2876857018;0;2021;Citroen Jumper KW 33 L1H1 BlueHDi 120;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);D
13885;2057421295;1;2022;Kia Sportage 1.6 Silber;Fahrzeuge / PKW, Kombi;
13886;84073490;0;2022;Akrus SC5010 HS - Mobiler OP-Tisch für Zahnarztpraxis;Betriebs- und Geschäftsausstattung / Andere Anlagen Betriebs- und Geschäftsausstattung;
13887;84073490;0;2021;LAUNCA DL 206 INTRAORALSCANNER;Betriebs- und Geschäftsausstattung / Andere Anlagen Betriebs- und Geschäftsausstattung;
13888;84073490;0;2020;2 Stück Behandlungseinheiten für Zahnarztpraxis;Betriebs- und Geschäftsausstattung / Andere Anlagen Betriebs- und Geschäftsausstattung;
13889;17184954;0;2021;Ford Transit Custom Kombi L1 Trend, EZ: 29.03.2021;Fahrzeuge / Kleinautobusse (bis 3,5t);
13890;17184954;0;2022;2 Stück Ford Transit Custom Kombi 2.0 TDCI, EZ: 21.05.2021 und 11.06.2021 sowie Ford Transit Custom, EZ: 15.01.2020 und Ford Transit Custom, EZ: 03.08.2020;Fahrzeuge / Kleinautobusse (bis 3,5t);Diesel
13891;98415326;0;2021;LKW Scania R 500 A4x2NA inkl. Aufbau Hydraulik;Fahrzeuge / LKW über 3,5t;
13892;98415326;0;2021;LKW Scania R 500 A4x2NA inkl. Aufbau Hydraulik;Fahrzeuge / LKW über 3,5t;
13893;98415326;0;2021;LKW Scania R 500 A4x2NA inkl. Aufbau Hydraulik;Fahrzeuge / LKW über 3,5t;
13894;1009256625;0;2021;Renault Master (Klein-LKW) L2H3 3,3t ENERGY dCi 150 110kw, Diesel, 5-Türer, Kastenwagen, Diesel;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
13895;1009256625;0;2021;Renault Master (Klein-LKW) L3H3 3,5t ENERGY dCi 150;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
13896;1009256625;0;2021;Renault Master (Klein-LKW) L2H3 3,3t ENERGY dCi 150;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
13897;2307729238;0;2021;Portalwaschanlage SoftCare Evo Fa. WashTec;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
13898;944192065;1;2021;Ford Focus 1,5 EcoBoost ST-Line Aut. 110kw, Benzin bleifrei, 5-Türer, Limousine/Sedan, Benzin bleifrei;Fahrzeuge / PKW, Kombi;
13899;346643300;1;2022;Skoda Karoq 2,0 TDI Ambition 85kw, Diesel, 5-Türer, SUV;Fahrzeuge / PKW, Kombi;
13900;3729663448;0;2021;PKW BMW X7 xDrive40d;Fahrzeuge / PKW, Kombi;
13901;3729663448;0;2021;Pritschensattelanhänger Kögel Cargo;Fahrzeuge / Anhänger;
13902;2441053738;1;2024;Dacia Duster;Fahrzeuge / PKW, Kombi;Benzin
13903;1263620310;0;2021;BMW X5-Reihe G05 X5 xDrive45e PHEV Aut. 210kw, Benzin bleifrei, 5-Türer, SUV, Benzin bleifrei;Fahrzeuge / PKW, Kombi;
13904;1263620310;0;2021;BMW X5-Reihe G05 X5 xDrive45e G05 XB1;Fahrzeuge / PKW, Kombi;
13905;1263620310;0;2020;Audi Q5 55 TFSI e quattro Sport, Modell FYBB2YZ4;Fahrzeuge / PKW, Kombi;
13906;1515381521;1;2021;VW  T-Cross Life TSI;Fahrzeuge / PKW, Kombi;B
13907;3052996448;0;2021;VW Tiguan Allspace HL TSI OPF DSG;Fahrzeuge / PKW, Kombi;
13908;2193627121;1;2022;Audi A6 Avant 50 TFSI e quattro;Fahrzeuge / PKW, Kombi;
13909;2193627121;1;2022;Audi A4 Avant 30 TDI S-tronic 100kw, Diesel, 5-Türer, Kombi - PKW;Fahrzeuge / PKW, Kombi;Diesel
13910;2193627121;1;2023;Wohnmobil Eura Mobil Activa One 650 HS;Fahrzeuge / Wohnmobil;Diesel
13911;3941944242;0;2022;BMW 320 d Touring, EZ: 15.06.2021;Fahrzeuge / PKW, Kombi;Diesel
13912;3941944242;0;2023;BMW 318d, EZ: 14.09.2022;Fahrzeuge / PKW, Kombi;Diesel
13913;3941944242;0;2023;3 Stück Fiat Ducato 9 35L4H1 Doka 140 MJT6D;Fahrzeuge / PKW, Kombi;Diesel
13914;3941944242;0;2022;PKW BMW 840d xDrive Gran Coupé;Fahrzeuge / PKW, Kombi;Diesel
13915;3323229195;1;2021;VW Golf VIII Life 1,5 TSI ACT 96kw, Benzin bleifrei, 5-Türer, Limousine/Sedan, Benzin bleifrei;Fahrzeuge / PKW, Kombi;
13916;1248287720;1;2021;VW Transporter T6;Fahrzeuge / Kleinautobusse (bis 3,5t);B
13917;1417975288;0;2021;Mercedes-Benz X-Klasse (Klein-LKW) MB Trans x 250 d 4x4;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
13918;4247286004;1;2021;Peugeot 2008;Fahrzeuge / PKW, Kombi;
13919;4282376363;0;2022;HAKO Citymaster 1650;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);
13920;4282376363;0;2021;LKW Mercedes Acros 4151;Fahrzeuge / LKW über 3,5t;D
13921;4282376363;0;2022;Raupenbagger Komatsu PC210 LC11;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);
13922;1866272725;1;2021;VW Golf 8;Fahrzeuge / PKW, Kombi;B
13923;2113528734;0;2021;Mercedes Sprinter Kasten 315 4x2 3665 EZ 09/2020;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);Diesel
13924;2113528734;0;2021;Mercedes Sprinter Kasten 314 cdi 10/2018;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);Diesel
13925;1579080339;0;2022;1 gebr. Omnibus Setra S516 HD/2;Fahrzeuge / Busse über 3,5t;
13926;1263620310;0;2021;BMW X5-Reihe G05 X5 xDrive45e PHEV Aut. 210kw, Benzin bleifrei, 5-Türer, SUV, Benzin bleifrei;Fahrzeuge / PKW, Kombi;
13927;1263620310;0;2021;BMW X5-Reihe G05 X5 xDrive45e G05 XB1;Fahrzeuge / PKW, Kombi;
13928;1263620310;0;2020;Audi Q5 55 TFSI e quattro Sport, Modell FYBB2YZ4;Fahrzeuge / PKW, Kombi;
13929;199365126;0;2021;2 Stk. compAir Schraubenkompressoren L11e-RS samt Zubehör für Druckluft.;Betriebs- und Geschäftsausstattung / Geräte, Automaten;B
13930;199365126;0;2020;DAF LF 220 FA 4x2  inkl. Pritschenaufbau und Ladebordwand;Fahrzeuge / LKW über 3,5t;
13931;3551067489;1;2021;VW Golf Rabbit TSI;Fahrzeuge / PKW, Kombi;B
13932;3551067489;1;2023;Skoda Octavia Combi Style TSI ACT;Fahrzeuge / PKW, Kombi;Benzin
13933;895362909;0;2021;TK Waage Linie 4;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
13934;895362909;0;2021;Hardware zur Digitalisierung;Betriebs- und Geschäftsausstattung / EDV-Hardware;
13935;895362909;0;2021;Tortellonimaschine;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
13936;895362909;0;2020;Kochkessel Teigwaren    Leasing;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
13937;895362909;0;2020;Seydelmann Vakuum Kutter K504 AC-8 m. Zbh.;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
13938;895362909;0;2021;Kochstraße Linie 2;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
13939;895362909;0;2021;Proj. Umbau Geschäft Klagenfurt;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
13940;895362909;0;2020;Ausstattung Teigwaren Linie 4   Leasing;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
13941;3081392958;1;2021;VW Golf R-Line TDI;Fahrzeuge / PKW, Kombi;B
13942;3081392958;1;2020;Mercedes B 200 d Lim;Fahrzeuge / PKW, Kombi;B
13943;3081392958;1;2023;Mercedes B 200d;Fahrzeuge / PKW, Kombi;Diesel
13944;2810305966;0;2020;Hofschlepper OEHLER OL 5600;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
13945;3863742533;1;2021;Audi A3 Sportback 40 TDI quattro S line ext;Fahrzeuge / PKW, Kombi;B
13946;2338735992;0;2023;2 Stück MAN TGL 12.250 4x2 BL CH mit Aufbau Ladebrücke Walther;Fahrzeuge / LKW über 3,5t;Diesel
13947;3405661700;0;2024;Gasnitrieranlage GA 90/210, Nr.7661000;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;Nicht zuordenbar
13948;3970654893;0;2021;Ford Mustang 5,0 Ti-VCT V8 Bullitt;Fahrzeuge / PKW, Kombi;B
13949;3706454837;0;2023;Audi Q4 e-tron (Elektro) 45 e-tron quattro  195kw, Strom, 5-Türer, SUV;Fahrzeuge / PKW, Kombi;Strom
13950;3706454837;0;2023;Audi Q4 e-tron (Elektro) 45 e-tron quattro  195kw, Strom,;Fahrzeuge / PKW, Kombi;Strom
13951;4092828132;0;2020;Citroen Grand C4 SpaceTourer BlueHDi 130 S&S EAT8 Feel;Fahrzeuge / PKW, Kombi;
13952;4092828132;0;2021;Hyundai 15BT-9U Elektro 3 Rad-Stapler;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
13953;4092828132;0;2020;Citroen Grand C4 SpaceTourer BlueHDi 130;Fahrzeuge / PKW, Kombi;
13954;4092828132;0;2020;Citroen Grand C4 SpaceTourer BlueHDi 130;Fahrzeuge / PKW, Kombi;
13955;1833974178;0;2021;Skoda Octavia Combi Style TDI DSG ;Fahrzeuge / PKW, Kombi;
13956;2768882913;0;2023;Vierachs-Überfahr-Tieflader T4 RMB 40,0;Fahrzeuge / Anhänger;Nicht zuordenbar
13957;2768882913;0;2023;1 gebr. Meiller MZDA 18.23 Kippanhänger, BJ 2022;Fahrzeuge / Anhänger;Nicht zuordenbar
13958;1458555959;0;2021;VW Transporter T6 Kastenwagen Plus LR TDI 4Mot;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);Diesel
13959;578962519;1;2023;Dacia Sandero Stepway Essential TCe 90;Fahrzeuge / PKW, Kombi;Benzin
13960;4081576488;0;2021;Audi Q5 55 TFSI e quattro S line exterieur Benzin Hybrid;Fahrzeuge / PKW, Kombi;Benzin
13961;4081576488;0;2020;BMW 520d Touring Diesel Hybrid;Fahrzeuge / PKW, Kombi;Hybrid
13962;3269980950;1;2021;Skoda Scala 1,0 TSI Ambition DSG, Benzin bleifrei;Fahrzeuge / PKW, Kombi;
13963;3269980950;1;2021;Skoda Scala 1,0 TSI Ambition DSG 81kw, Benzin bleifrei, 5-Türer, Limousine/Sedan, Benzin bleifrei;Fahrzeuge / PKW, Kombi;
13964;3529747870;0;2020;Tesla Model 3 (Elektro) Performance AWD 355kw, Strom, 4-Türer, Limousine/Sedan, Strom;Fahrzeuge / PKW, Kombi;
13965;1274963115;1;2022;Nissan Qashqai Tekna+1.3 Dig-T MHEV Xtronic 4X4;Fahrzeuge / PKW, Kombi;Diesel - Hybrid
13966;3635463655;0;2021;1 Raupenbagger Yanmar VIO 38 und + 1 Tandem-Tieflader Möslein;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);
13967;3756212038;0;2022;Mercedes-Benz GLE-Klasse GLE 350 de 4MATIC;Fahrzeuge / PKW, Kombi;
13968;3756212038;0;2022;Mercedes-Benz GLE-Klasse GLE 300 d 4Matic Aut. 200kw, Diesel, 5-Türer, SUV;Fahrzeuge / PKW, Kombi;Diesel
13969;3756212038;0;2020;Renault Trafic (Klein-LKW) L1H1 2,8t dCi 145 EDC 107kw, Diesel, 4-Türer, Kastenwagen, Diesel;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
13970;2133484549;0;2022;1 Radlader Komatsu WA 100 M-8E0;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);
13971;2133484549;0;2022;1 LKW Mercedes-Benz Atego 821K 4x2;Fahrzeuge / LKW über 3,5t;Diesel
13972;2133484549;0;2023;gebr. Kipper Arocs 3342 AK EZ 11.12.2015;Fahrzeuge / LKW über 3,5t;Diesel
13973;1629894773;0;2023;Hangcha - CPCD40-XW99BN Okamura - Diesel-Stapler;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);Diesel
13974;2956859451;0;2021;Range Rover Evoque D165;Fahrzeuge / PKW, Kombi;B
13975;1168144206;0;2021;Takeuchi TB2150 Kompaktbagger inkl. Zubehör;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);
13976;634758006;0;2021;Ford Transit 2021.25 Kastenwagen L2H2 290 2,0 EcoBlue;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
13977;894210873;0;2021;Ford Ranger (Klein-LKW) DK Raptor 4x4 2,0 Pick up, Diesel;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
13978;3065515269;0;2021;LKW Scania R500 inkl. Aufbau + Kran + Schwarzmüller Anhänger;Fahrzeuge / LKW über 3,5t;D
13979;3065515269;0;2023;LKW Scania R500 inkl. Kran;Fahrzeuge / LKW über 3,5t;Diesel
13980;1797888239;1;2021;Opel Crossland X 1,2 Turbo Business Elegance 81kw, Benzin bleifrei, 5-Türer, SUV, Benzin bleifrei;Fahrzeuge / PKW, Kombi;
13981;3661000932;0;2020;Audi e-tron (Elektro) 50 quattro business 158kw, Strom;Fahrzeuge / PKW, Kombi;B
13982;1769019510;0;2023;BMW i4 M50 xDrive Gran Coupe G26 XE2;Fahrzeuge / PKW, Kombi;Strom
13983;3514380107;0;2022;Trafostation Typ 2820 inkl. Zubehör;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
13984;3514380107;0;2021;CNC-Bohrzentrum SCM Morbidelli UX200D inkl. Zubehör, BJ: 2020 (Lagermaschine);Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
13985;3514380107;0;2022;Teleskoplader Sennebogen Typ 355 E-Serie;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;Diesel
13986;3514380107;0;2023;Teleskoplader Liebherr T 55-7;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);Diesel
13987;3514380107;0;2024;Bearbeitungszentrum Holz-Her DYNESTIC 7535;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
13988;3514380107;0;2024;Stapler Baoli KBE35, BJ: 01.2023;Technische Anlagen und Maschinen / Stapler (Diesel-Treibgas-Elektro);Strom
13989;681008005;1;2021;Dacia Dokker Van (Klein-LKW) Blue dCi 95 S&S 70kw, Diesel, 5-Türer, Van, Diesel;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
13990;4074444780;1;2021;Skoda Karoq Ambition SC TDI DSG ;Fahrzeuge / PKW, Kombi;
13991;2490271712;1;2021;Skoda Octavia Combi  4x4 Ambition TDI DSG;Fahrzeuge / PKW, Kombi;B
13992;2490271712;1;2023;Audi Q3 Sportback 35 TDI quattro S line ext.;Fahrzeuge / PKW, Kombi;Diesel
13993;1929118695;1;2022;Mazda CX-5;Fahrzeuge / PKW, Kombi;D
13994;2054322508;0;2020;Toyota Pro Ace Plattform 2,0 D-4D, Diesel;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
13995;2054322508;0;2023;Toyota Hi Lux VIII (Klein-LKW) Hilux DK Invincible 4WD 2,8 D-4D Aut. 150kw, Diesel, 4-Türer, Pick up;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);Diesel
13996;2572598983;0;2020;Mercedes-Benz V-Klasse (Klein-LKW) V 300 EXC / L4X2 3200;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
13997;718438664;1;2021;Seat Arona Style Eco TSI inkl. Zubehör;Fahrzeuge / PKW, Kombi;B
13998;93260914;1;2020;Mercedes-Benz CLA-Klasse Shooting Brake 220d 4Matic;Fahrzeuge / PKW, Kombi;
13999;93260914;1;2021;Mercedes-Benz CLA-Klasse 220 d 4Matic;Fahrzeuge / PKW, Kombi;
14000;1727441625;0;2022;BMW X5 xDrive30d;Fahrzeuge / PKW, Kombi;
14001;1642337778;0;2022;Audi A6 Avant 55 TFSI e quattro Sport;Fahrzeuge / PKW, Kombi;Benzin - Hybrid
14002;1642337778;0;2020;BMW 530e xDrive Touring Benzin Hybrid;Fahrzeuge / PKW, Kombi;Hybrid
14003;1642337778;0;2022;BMW 530e xDrive Touring;Fahrzeuge / PKW, Kombi;Benzin - Hybrid
14004;1642337778;0;2023;BMW 530e xDrive Touring;Fahrzeuge / PKW, Kombi;Benzin - Hybrid
14005;1642337778;0;2023;BMW 530e xDrive Touring;Fahrzeuge / PKW, Kombi;Benzin - Hybrid
14006;1642337778;0;2023;Audi A6 Avant 55 TFSI e quattro Sport;Fahrzeuge / PKW, Kombi;Benzin - Hybrid
14007;1642337778;0;2023;BMW 530e xDrive Touring G31 XB1;Fahrzeuge / PKW, Kombi;Benzin - OVC-HEV
14008;1642337778;0;2023;Volvo XC 60 T8 AWD Plug-in Hybrid Plus Dark;Fahrzeuge / PKW, Kombi;Benzin - NOVC-HEV
14009;1754327337;0;2022;SZM Renault T HIGH T4x2 13L E6, EZ:;Fahrzeuge / Sattelzugmaschinen;Diesel
14010;990499244;0;2021;Traktor Steyr 9105 MT Profi;Fahrzeuge / Traktoren;D
14011;990499244;0;2021;New Holland RollBelt 180, Monosem Maissetzgerät NG4+ 7reihig, Monosem Maissetzgerät NG4+ 9reihig , Monosem Fronttank Isobus, Müthing Mulcher MU Pro 300;Fahrzeuge / Anhänger;
14012;990499244;0;2021;Krampe HP 24 Kipper;Fahrzeuge / Anhänger;D
14013;990499244;0;2022;Mercedes Vito Kastenwagen 116 CDI inkl. Werkstatteinrichtung;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);B
14014;990499244;0;2021;Traktor Fendt 820 Vario;Fahrzeuge / Traktoren;D
14015;990499244;0;2021;Joskin Modulu 2, mobiles Güllefaß;Betriebs- und Geschäftsausstattung / Andere Anlagen Betriebs- und Geschäftsausstattung;D
14016;990499244;0;2021;Traktor Fendt 826 Vario;Fahrzeuge / Traktoren;D
14017;990499244;0;2022;Traktor New Holland  T7.270 AC TMR;Fahrzeuge / Traktoren;Diesel
14018;990499244;0;2023;Mähwerk + Heuwender New Holland;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);Nicht zuordenbar
14019;990499244;0;2023;Traktor New Holland T7.270;Fahrzeuge / Traktoren;Diesel
14020;990499244;0;2023;Traktor New Holland T7.270 AC Stage V;Fahrzeuge / Traktoren;Diesel
14021;990499244;0;2023;Renault Express 1.5 BLUE dCi;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);Diesel
14022;2050790368;0;2020;Spritzgießmaschine HAITAN Mars II S 3200/1700/A60;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
14023;4072704913;0;2022;Porsche Taycan Cross Turismo (Elektro) Porsche Taycan 4 Cross Tourismo 4-türig, Motor 140 KW/ 381 PS;Fahrzeuge / PKW, Kombi;Strom
14024;4072704913;0;2023;Cupra Born (Elektro) 58kWh 150kw, Strom, 5-Türer, Hatchback;Fahrzeuge / PKW, Kombi;Strom
14025;4072704913;0;2024;Alfa Romeo Stelvio Ti + Veloce Paket 2,2 16V 210 AT8 Q4 154kw, Diesel, 5-Türer, SUV;Fahrzeuge / PKW, Kombi;Diesel
14026;895362909;0;2021;TK Waage Linie 4;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
14027;895362909;0;2021;Hardware zur Digitalisierung;Betriebs- und Geschäftsausstattung / EDV-Hardware;
14028;895362909;0;2021;Tortellonimaschine;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
14029;895362909;0;2020;Kochkessel Teigwaren    Leasing;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
14030;895362909;0;2020;Seydelmann Vakuum Kutter K504 AC-8 m. Zbh.;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
14031;895362909;0;2021;Kochstraße Linie 2;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
14032;895362909;0;2021;Proj. Umbau Geschäft Klagenfurt;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
14033;895362909;0;2020;Ausstattung Teigwaren Linie 4   Leasing;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
14034;585976547;1;2021;VW Passat Elegance TSI ACT OPF DSG 110 KW;Fahrzeuge / PKW, Kombi;
14035;75249007;0;2021;Mitsubishi L 200 DK DI-D 2.2 Intense 4WD;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
14036;2401242621;0;2023;Mercedes-Benz GLC 300e 4MATIC 150kw, Benzin bleifrei, 5-Türer, SUV;Fahrzeuge / PKW, Kombi;Benzin
14037;1666611709;0;2021;Weidemann 1240LP;Fahrzeuge / Traktoren;
14038;1212890123;0;2022;SsangYong Rexton G4;Fahrzeuge / PKW, Kombi;Diesel
14039;2225235243;0;2021;LKW MB Arocs 4148 8x4 mit Abrollcontainern Hakensystem + Notterkran Multilift XR30S.56 + Liebherr Farbmischer HTM, EZ: 20.10.2016;Fahrzeuge / LKW über 3,5t;
14040;2225235243;0;2021;LKW MB Arocs 4148 8x4 mit Abrollcontainer Hakensystem + Notterkran Multilift XR30S.56 + Liebherr Farbmischer HTM 704, EZ: 20.10.2016;Fahrzeuge / LKW über 3,5t;
14041;2225235243;0;2023;Hitachi Raupenbagger, Bj 2019;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);Diesel
14042;2225235243;0;2023;Radlader Hitachi ZW220TPD-7;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);
14043;2225235243;0;2023;Audi RS 3 LMS Limousine;Fahrzeuge / PKW, Kombi;Benzin
14044;4139398042;0;2022;Audi RS e-tron;Fahrzeuge / PKW, Kombi;
14045;4139398042;0;2023;Audi e-tron S5 quattro;Fahrzeuge / PKW, Kombi;Strom
14046;4139398042;0;2024;Audi Q8 55 etron;Fahrzeuge / PKW, Kombi;Strom
14047;1587249650;0;2022;Pressensystem inkl. Zubehör;Technische Anlagen und Maschinen / Maschinen & Industrieanlagen;
14048;4081877039;1;2020;Land Rover Defender 110 D240 S;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);D
14049;1621867316;1;2021;Mini F55 Cooper 100kw, Benzin bleifrei, 5-Türer, Limousine/Sedan, Benzin bleifrei;Fahrzeuge / PKW, Kombi;
14050;3740241215;0;2021;Dodge Ram 1500 MY20 Quad Cab;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);B
14051;382538955;0;2023;BMW 340d xDrive Touring, EZ: 28.09.2021;Fahrzeuge / PKW, Kombi;Diesel
14052;1635657305;0;2021;VW Doka Pritsche Entry TDI;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);
14053;1635657305;0;2022;TAKEUCHI TB 250-2 inkl Zubehör und Universalgreifer UG08;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);
14054;1635657305;0;2022;TAKEUCHI TB290-2 inkl. Zubehör;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);
14055;1635657305;0;2023;2 Stk. Fiat Doblo 1,6 Mjet 105SX;Fahrzeuge / Kleinautobusse (bis 3,5t);Diesel
14056;1635657305;0;2023;2 Stk. Abrollcontainer 38,5 m³;Betriebs- und Geschäftsausstattung / Andere Anlagen Betriebs- und Geschäftsausstattung;
14057;1635657305;0;2023;Thwaites Minidumper;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);
14058;1635657305;0;2023;Volvo L35GS Radlader;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);Diesel
14059;1635657305;0;2023;2 Stk. Büro- u. 2 Stk. Lagercontainer, 1 Presscontainer, 1 Erdrakete + diverse Baumaschinen + 2 Stk. Kabelanhänger, Ammann Walze ARW65 + 2 Container;Fahrzeuge / Sonderfahrzeuge (Bau-, Erntemaschinen, etc.);
14060;532652923;0;2020;Ford Transit Connect 2019.75 KW Frontantr. Trend  L2H1 220  1,5 Ecoblue;Fahrzeuge / Kastenwg, Pritschenwg (bis 3,5t);Diesel
14061;532652923;0;2020;Nissan Qashqai N-Connecta 1,7dCi  Xtronic 4x4;Fahrzeuge / PKW, Kombi;Diesel
14062;3499847687;0;2022;Ford Galaxy;Fahrzeuge / Kleinautobusse (bis 3,5t);
14063;800078875;0;2020;Skoda Superb Kombi 2,0 TDI Ambition 110kw, Diesel, 5-Türer, Kombi - PKW, Diesel;Fahrzeuge / PKW, Kombi;
14064;800078875;0;2022;Audi Q4 e-tron (Elektro) 40 e-tron 150kW 82kWh 150kw, Strom, 5-Türer, SUV;Fahrzeuge / PKW, Kombi;Strom
